symbol,factor,regime,beta_high,beta_low,diff,t_diff,n_high,n_low
AAON,copper,Rates,0.0360,-0.1693,0.2053,1.1489,172,156
AAON,copper,Bull-Bear,0.0359,-0.1808,0.2166,2.5568,2330,587
AAON,credit_hy_spread,VIX,0.0660,-0.2889,0.3549,1.8194,866,1482
AAON,credit_hy_spread,Rates,-0.5771,0.5508,-1.1278,-2.9086,254,250
AAON,credit_hy_spread,Bull-Bear,-0.0137,-0.1226,0.1088,0.7413,2877,1033
AAON,energy_oil,VIX,-0.0249,-0.0771,0.0522,1.0851,826,1408
AAON,energy_oil,Rates,-0.1587,-0.1036,-0.0551,-0.4965,247,247
AAON,energy_oil,Bull-Bear,-0.0631,-0.0732,0.0100,0.2402,2757,1010
AAON,gold,VIX,-0.2358,-0.0292,-0.2066,-2.1797,866,1983
AAON,gold,Rates,-0.4129,0.0898,-0.5027,-2.4416,264,264
AAON,gold,Bull-Bear,0.0332,-0.2874,0.3206,3.8480,3147,1116
AAON,inflation,VIX,-0.1460,-0.0728,-0.0732,-0.1962,866,1983
AAON,inflation,Rates,-0.3112,-0.2349,-0.0764,-0.1139,264,264
AAON,inflation,Bull-Bear,0.1249,-0.5138,0.6388,2.0692,3147,1116
AAON,natural_gas,VIX,-0.0072,-0.0327,0.0255,0.6151,866,1477
AAON,natural_gas,Rates,0.0924,-0.0280,0.1204,1.3859,254,250
AAON,natural_gas,Bull-Bear,-0.0138,-0.0328,0.0190,0.5423,2874,1033
AAON,rates,VIX,-0.2517,0.0013,-0.2530,-0.9693,866,1983
AAON,rates,Rates,1.4536,0.6073,0.8462,0.8856,264,264
AAON,rates,Bull-Bear,-0.2030,-0.0494,-0.1536,-0.6624,3147,1116
AAON,rates_30y,VIX,-0.1184,-0.0020,-0.1164,-0.9661,866,1983
AAON,rates_30y,Rates,0.6999,0.0133,0.6867,1.8529,264,264
AAON,rates_30y,Bull-Bear,-0.1101,0.0681,-0.1782,-1.6524,3147,1116
AAON,usd_strength,VIX,0.0639,0.2827,-0.2188,-1.0501,866,1501
AAON,usd_strength,Rates,-0.1259,-0.7178,0.5919,1.4078,254,250
AAON,usd_strength,Bull-Bear,-0.0491,0.3855,-0.4346,-2.2972,2880,1037
AAON,volatility,VIX,0.1307,-0.0953,0.2261,11.3081,866,1983
AAON,volatility,Rates,0.0052,0.0763,-0.0712,-1.6773,264,264
AAON,volatility,Bull-Bear,-0.0899,0.1379,-0.2278,-11.7451,3147,1116
AAON,momentum,VIX,-0.5187,0.1326,-0.6514,-2.5301,377,1322
AAON,momentum,Rates,-1.1760,-0.4510,-0.7249,-1.4703,169,150
AAON,momentum,Bull-Bear,0.0586,-0.2545,0.3131,1.2595,2080,531
AAON,quality,VIX,-0.0685,0.6546,-0.7231,-1.1044,377,1284
AAON,quality,Rates,-0.7251,-0.9584,0.2333,0.1939,162,147
AAON,quality,Bull-Bear,0.3558,-0.0015,0.3573,0.6089,2023,531
AAON,value,VIX,0.6813,1.1905,-0.5092,-1.4680,397,1406
AAON,value,Rates,0.9480,0.0469,0.9010,1.2583,171,155
AAON,value,Bull-Bear,0.5814,-0.1937,0.7751,2.3576,2303,585
AAON,biotech,VIX,-0.1084,0.1466,-0.2550,-1.7710,377,1284
AAON,biotech,Rates,0.0523,-0.3237,0.3760,1.2442,162,147
AAON,biotech,Bull-Bear,-0.0116,0.1073,-0.1189,-0.9991,2023,531
AAON,defense,VIX,0.3320,0.4914,-0.1594,-0.9761,377,1284
AAON,defense,Rates,0.8683,0.1701,0.6982,1.8440,162,147
AAON,defense,Bull-Bear,0.4157,0.1769,0.2388,1.5625,2023,531
AAON,growth,VIX,-0.6164,0.9730,-1.5894,-2.1851,377,1284
AAON,growth,Rates,0.1992,-2.0607,2.2598,1.6134,162,147
AAON,growth,Bull-Bear,0.2921,0.5208,-0.2287,-0.3472,2023,531
AAON,lithium,VIX,-0.1849,0.0511,-0.2360,-2.1598,377,1284
AAON,lithium,Rates,-0.3061,-0.0000,-0.3061,-1.3240,162,147
AAON,lithium,Bull-Bear,0.0073,-0.2211,0.2284,1.9549,2023,531
AAON,semiconductors,VIX,-0.0399,0.1796,-0.2195,-1.5319,377,1284
AAON,semiconductors,Rates,-0.3268,0.1617,-0.4885,-1.7455,162,147
AAON,semiconductors,Bull-Bear,0.2637,0.1223,0.1414,1.1448,2023,531
AAON,uranium,VIX,-0.2179,0.0455,-0.2634,-2.7595,377,1284
AAON,uranium,Rates,-0.1427,-0.1801,0.0375,0.2259,162,147
AAON,uranium,Bull-Bear,0.0578,-0.0812,0.1390,1.5904,2023,531
AAON,xl_consumer_defensive,VIX,0.1999,-0.4487,0.6485,2.9519,377,1284
AAON,xl_consumer_defensive,Rates,-0.4064,0.2873,-0.6937,-1.5089,162,147
AAON,xl_consumer_defensive,Bull-Bear,-0.5070,0.0026,-0.5096,-2.5695,2023,531
AAON,xl_financials,VIX,0.5172,0.0746,0.4427,1.5185,377,1284
AAON,xl_financials,Rates,0.6918,-0.0718,0.7636,1.2268,162,147
AAON,xl_financials,Bull-Bear,0.0667,0.0559,0.0109,0.0403,2023,531
AAON,xl_healthcare,VIX,-0.4117,-0.2869,-0.1248,-0.5075,377,1284
AAON,xl_healthcare,Rates,-0.9151,-0.6752,-0.2399,-0.4865,162,147
AAON,xl_healthcare,Bull-Bear,-0.5277,-0.4198,-0.1079,-0.5093,2023,531
AAON,xl_industrials,VIX,0.4461,0.9828,-0.5367,-1.6987,377,1284
AAON,xl_industrials,Rates,1.7175,0.3875,1.3300,1.7786,162,147
AAON,xl_industrials,Bull-Bear,1.2667,0.4639,0.8028,2.8193,2023,531
AAON,xl_real_estate,VIX,-0.1648,-0.1302,-0.0346,-0.1882,361,929
AAON,xl_real_estate,Rates,-0.3928,0.3754,-0.7681,-2.2030,139,128
AAON,xl_real_estate,Bull-Bear,-0.1856,-0.2532,0.0676,0.4046,1713,483
AAON,xl_utilities,VIX,-0.0395,-0.3030,0.2635,1.6849,377,1284
AAON,xl_utilities,Rates,-0.3036,0.5769,-0.8805,-2.8959,162,147
AAON,xl_utilities,Bull-Bear,-0.1517,-0.1260,-0.0257,-0.1791,2023,531
AAON,china_a_shares,VIX,0.0415,-0.1205,0.1620,1.1928,361,929
AAON,china_a_shares,Rates,-0.0192,0.0218,-0.0410,-0.1353,139,128
AAON,china_a_shares,Bull-Bear,-0.0713,0.1742,-0.2455,-2.1871,1713,483
AAON,china_exposure,VIX,-0.0604,-0.0980,0.0376,0.3165,361,929
AAON,china_exposure,Rates,-0.0373,-0.2221,0.1848,0.7348,139,128
AAON,china_exposure,Bull-Bear,-0.1376,0.1208,-0.2585,-2.4093,1713,483
AAP,market_beta,VIX,0.8460,0.8336,0.0123,0.1442,866,1983
AAP,market_beta,Rates,1.0216,0.8375,0.1840,1.8398,264,264
AAP,market_beta,Bull-Bear,0.7846,0.8766,-0.0920,-1.6098,3147,1116
AAP,copper,VIX,-0.0267,-0.0102,-0.0164,-0.1858,401,1429
AAP,copper,Rates,0.0343,-0.0598,0.0942,0.4890,172,156
AAP,copper,Bull-Bear,0.0342,-0.1006,0.1348,1.6880,2330,587
AAP,credit_hy_spread,VIX,0.0245,-0.4301,0.4546,2.4654,866,1482
AAP,credit_hy_spread,Rates,0.0520,0.6906,-0.6386,-1.9003,254,250
AAP,credit_hy_spread,Bull-Bear,-0.1790,-0.0447,-0.1343,-1.0213,2877,1033
AAP,energy_oil,VIX,-0.0268,-0.0508,0.0240,0.5516,826,1408
AAP,energy_oil,Rates,0.0947,-0.0775,0.1722,1.7844,247,247
AAP,energy_oil,Bull-Bear,-0.0128,-0.0557,0.0429,1.1524,2757,1010
AAP,gold,VIX,0.0053,-0.0708,0.0761,0.9570,866,1983
AAP,gold,Rates,0.0376,-0.1947,0.2323,1.2599,264,264
AAP,gold,Bull-Bear,0.0131,-0.1166,0.1297,1.8255,3147,1116
AAP,inflation,VIX,-0.2445,-0.7197,0.4752,1.4583,866,1983
AAP,inflation,Rates,-0.7026,0.2900,-0.9926,-1.6746,264,264
AAP,inflation,Bull-Bear,-0.0527,-0.4199,0.3672,1.3636,3147,1116
AAP,natural_gas,VIX,0.0232,-0.0143,0.0375,1.0615,866,1477
AAP,natural_gas,Rates,0.0441,0.0136,0.0304,0.4024,254,250
AAP,natural_gas,Bull-Bear,0.0187,-0.0266,0.0453,1.5316,2874,1033
AAP,rates,VIX,0.1344,0.2985,-0.1641,-0.7505,866,1983
AAP,rates,Rates,1.8160,0.6123,1.2037,1.4444,264,264
AAP,rates,Bull-Bear,0.0805,0.1462,-0.0657,-0.3341,3147,1116
AAP,rates_30y,VIX,0.0038,0.1446,-0.1408,-1.3916,866,1983
AAP,rates_30y,Rates,0.5294,0.0134,0.5160,1.5592,264,264
AAP,rates_30y,Bull-Bear,0.0094,0.0676,-0.0582,-0.6357,3147,1116
AAP,usd_strength,VIX,0.1194,0.0451,0.0743,0.4162,866,1501
AAP,usd_strength,Rates,-0.0363,0.3267,-0.3631,-0.9964,254,250
AAP,usd_strength,Bull-Bear,-0.1838,0.3645,-0.5483,-3.3897,2880,1037
AAP,volatility,VIX,0.1034,-0.0518,0.1552,9.1250,866,1983
AAP,volatility,Rates,0.0696,0.0751,-0.0055,-0.1482,264,264
AAP,volatility,Bull-Bear,-0.0527,0.1316,-0.1843,-11.3264,3147,1116
AAP,momentum,VIX,0.0267,-0.5501,0.5768,2.3130,377,1322
AAP,momentum,Rates,-0.8266,-0.1794,-0.6472,-1.2451,169,150
AAP,momentum,Bull-Bear,-0.4784,0.2392,-0.7175,-3.1261,2080,531
AAP,quality,VIX,-0.2738,0.1450,-0.4188,-0.6711,377,1284
AAP,quality,Rates,-1.4224,-0.2980,-1.1244,-0.8780,162,147
AAP,quality,Bull-Bear,0.6201,0.0975,0.5226,0.9541,2023,531
AAP,value,VIX,1.0039,1.6823,-0.6784,-2.0760,397,1406
AAP,value,Rates,2.3102,1.0401,1.2701,1.7644,171,155
AAP,value,Bull-Bear,1.1835,0.7463,0.4372,1.4050,2303,585
AAP,biotech,VIX,-0.2351,0.1129,-0.3480,-2.5683,377,1284
AAP,biotech,Rates,0.1581,0.0135,0.1446,0.4448,162,147
AAP,biotech,Bull-Bear,-0.0031,0.0334,-0.0365,-0.3286,2023,531
AAP,defense,VIX,0.3311,-0.2360,0.5670,3.5720,377,1284
AAP,defense,Rates,0.1432,0.1106,0.0326,0.0794,162,147
AAP,defense,Bull-Bear,-0.1068,0.0065,-0.1133,-0.7851,2023,531
AAP,growth,VIX,-0.4244,0.6205,-1.0449,-1.4875,377,1284
AAP,growth,Rates,1.8054,-1.0178,2.8232,1.8982,162,147
AAP,growth,Bull-Bear,-0.1809,0.1245,-0.3054,-0.4920,2023,531
AAP,lithium,VIX,-0.0804,0.1577,-0.2381,-2.2685,377,1284
AAP,lithium,Rates,0.0384,-0.0566,0.0949,0.3817,162,147
AAP,lithium,Bull-Bear,0.0406,0.0527,-0.0120,-0.1120,2023,531
AAP,semiconductors,VIX,-0.1820,-0.0158,-0.1663,-1.2208,377,1284
AAP,semiconductors,Rates,-0.0171,0.2086,-0.2257,-0.7575,162,147
AAP,semiconductors,Bull-Bear,0.0371,-0.0272,0.0644,0.5587,2023,531
AAP,uranium,VIX,-0.2123,0.0087,-0.2210,-2.4616,377,1284
AAP,uranium,Rates,0.0680,-0.4436,0.5116,2.9359,162,147
AAP,uranium,Bull-Bear,-0.0226,-0.1352,0.1125,1.4085,2023,531
AAP,xl_consumer_defensive,VIX,0.3953,0.0277,0.3676,1.7348,377,1284
AAP,xl_consumer_defensive,Rates,0.3466,0.6274,-0.2808,-0.5727,162,147
AAP,xl_consumer_defensive,Bull-Bear,-0.0985,0.3470,-0.4454,-2.3775,2023,531
AAP,xl_financials,VIX,-0.3273,-0.3028,-0.0245,-0.0873,377,1284
AAP,xl_financials,Rates,-0.0153,-0.8806,0.8653,1.2997,162,147
AAP,xl_financials,Bull-Bear,-0.1487,-0.5265,0.3779,1.4992,2023,531
AAP,xl_healthcare,VIX,-0.2894,-0.0730,-0.2164,-0.9211,377,1284
AAP,xl_healthcare,Rates,-0.3608,-0.2216,-0.1392,-0.2615,162,147
AAP,xl_healthcare,Bull-Bear,-0.2507,-0.1770,-0.0737,-0.3708,2023,531
AAP,xl_industrials,VIX,0.3352,0.1222,0.2130,0.7022,377,1284
AAP,xl_industrials,Rates,0.0346,-0.7571,0.7917,0.9793,162,147
AAP,xl_industrials,Bull-Bear,0.2044,-0.1384,0.3428,1.2766,2023,531
AAP,xl_real_estate,VIX,0.1886,0.0241,0.1646,0.8995,361,929
AAP,xl_real_estate,Rates,-0.0997,1.1484,-1.2482,-3.6043,139,128
AAP,xl_real_estate,Bull-Bear,-0.1216,0.1962,-0.3178,-2.0167,1713,483
AAP,xl_utilities,VIX,0.3328,-0.0844,0.4172,2.7956,377,1284
AAP,xl_utilities,Rates,0.0925,0.7552,-0.6627,-2.0350,162,147
AAP,xl_utilities,Bull-Bear,-0.2027,0.2733,-0.4760,-3.5422,2023,531
AAP,china_a_shares,VIX,-0.0587,0.0366,-0.0953,-0.7197,361,929
AAP,china_a_shares,Rates,0.2403,0.3955,-0.1553,-0.5012,139,128
AAP,china_a_shares,Bull-Bear,-0.0281,0.0847,-0.1129,-1.0902,1713,483
AAP,china_exposure,VIX,-0.1335,0.1401,-0.2735,-2.3133,361,929
AAP,china_exposure,Rates,-0.0890,-0.0440,-0.0450,-0.1730,139,128
AAP,china_exposure,Bull-Bear,0.0219,-0.0481,0.0699,0.6965,1713,483
AAPL,market_beta,VIX,1.0158,1.1912,-0.1754,-2.5200,866,1983
AAPL,market_beta,Rates,0.8664,1.0331,-0.1667,-2.3587,264,264
AAPL,market_beta,Bull-Bear,1.1416,1.0423,0.0993,2.3514,3147,1116
AAPL,copper,VIX,-0.1309,-0.0078,-0.1230,-1.3806,401,1429
AAPL,copper,Rates,-0.0272,0.0755,-0.1026,-0.7262,172,156
AAPL,copper,Bull-Bear,0.0176,-0.1775,0.1951,2.8928,2330,587
AAPL,credit_hy_spread,VIX,0.1573,-0.3533,0.5105,3.5093,866,1482
AAPL,credit_hy_spread,Rates,-0.1084,0.9340,-1.0424,-3.6497,254,250
AAPL,credit_hy_spread,Bull-Bear,-0.3272,0.0892,-0.4164,-3.6782,2877,1033
AAPL,energy_oil,VIX,0.0061,-0.0405,0.0466,1.2291,826,1408
AAPL,energy_oil,Rates,-0.0727,-0.0162,-0.0566,-0.6769,247,247
AAPL,energy_oil,Bull-Bear,-0.0506,-0.0095,-0.0411,-1.2618,2757,1010
AAPL,gold,VIX,-0.1523,0.0382,-0.1906,-2.4483,866,1983
AAPL,gold,Rates,-0.2648,-0.0069,-0.2579,-1.6732,264,264
AAPL,gold,Bull-Bear,0.1031,-0.2779,0.3810,5.8107,3147,1116
AAPL,inflation,VIX,-0.1725,-0.9009,0.7284,2.4036,866,1983
AAPL,inflation,Rates,-0.9214,0.2788,-1.2003,-2.4188,264,264
AAPL,inflation,Bull-Bear,-0.2840,-0.3488,0.0649,0.2676,3147,1116
AAPL,natural_gas,VIX,0.0484,-0.0171,0.0655,1.9850,866,1477
AAPL,natural_gas,Rates,0.0323,0.1227,-0.0904,-1.3980,254,250
AAPL,natural_gas,Bull-Bear,0.0029,0.0033,-0.0004,-0.0162,2874,1033
AAPL,rates,VIX,-0.0941,0.2929,-0.3870,-1.8089,866,1983
AAPL,rates,Rates,0.4944,0.3695,0.1248,0.1756,264,264
AAPL,rates,Bull-Bear,0.1578,-0.0939,0.2517,1.3743,3147,1116
AAPL,rates_30y,VIX,-0.0115,0.1143,-0.1258,-1.2741,866,1983
AAPL,rates_30y,Rates,0.3247,0.0998,0.2249,0.8093,264,264
AAPL,rates_30y,Bull-Bear,0.0575,0.0226,0.0349,0.4092,3147,1116
AAPL,usd_strength,VIX,0.4270,0.0913,0.3357,2.0325,866,1501
AAPL,usd_strength,Rates,0.3992,-0.0976,0.4968,1.5852,254,250
AAPL,usd_strength,Bull-Bear,-0.1313,0.6230,-0.7542,-5.1697,2880,1037
AAPL,volatility,VIX,0.1132,-0.0628,0.1759,10.7611,866,1983
AAPL,volatility,Rates,0.0575,0.0809,-0.0234,-0.7517,264,264
AAPL,volatility,Bull-Bear,-0.0611,0.1345,-0.1956,-12.8960,3147,1116
AAPL,momentum,VIX,0.4970,-0.0568,0.5539,2.4540,377,1322
AAPL,momentum,Rates,-0.4886,0.0218,-0.5104,-1.3189,169,150
AAPL,momentum,Bull-Bear,-0.0221,0.1799,-0.2019,-1.0281,2080,531
AAPL,quality,VIX,-0.9671,-0.0119,-0.9552,-1.6112,377,1284
AAPL,quality,Rates,-0.7795,-0.7450,-0.0345,-0.0364,162,147
AAPL,quality,Bull-Bear,-0.3862,0.1630,-0.5492,-1.1890,2023,531
AAPL,value,VIX,-0.9018,-1.3019,0.4001,1.3337,397,1406
AAPL,value,Rates,-0.2663,-1.4542,1.1880,2.1857,171,155
AAPL,value,Bull-Bear,-1.4194,-0.9776,-0.4418,-1.7263,2303,585
AAPL,biotech,VIX,-0.1313,0.0775,-0.2088,-1.5708,377,1284
AAPL,biotech,Rates,0.0753,-0.4836,0.5589,2.3646,162,147
AAPL,biotech,Bull-Bear,-0.0007,-0.0310,0.0303,0.3225,2023,531
AAPL,defense,VIX,-0.0458,0.0557,-0.1015,-0.6993,377,1284
AAPL,defense,Rates,0.0159,-0.0047,0.0206,0.0679,162,147
AAPL,defense,Bull-Bear,-0.0704,-0.0737,0.0033,0.0275,2023,531
AAPL,growth,VIX,0.7722,0.4186,0.3536,0.5473,377,1284
AAPL,growth,Rates,1.3507,0.1800,1.1707,1.0615,162,147
AAPL,growth,Bull-Bear,1.1000,0.8893,0.2107,0.4092,2023,531
AAPL,lithium,VIX,0.0350,0.1023,-0.0673,-0.6821,377,1284
AAPL,lithium,Rates,0.0012,-0.0116,0.0128,0.0696,162,147
AAPL,lithium,Bull-Bear,0.1079,-0.0721,0.1800,1.9368,2023,531
AAPL,semiconductors,VIX,-0.2777,0.1088,-0.3865,-2.9798,377,1284
AAPL,semiconductors,Rates,0.1106,-0.0052,0.1158,0.5243,162,147
AAPL,semiconductors,Bull-Bear,0.0241,-0.0643,0.0884,0.9070,2023,531
AAPL,uranium,VIX,-0.2073,-0.0143,-0.1929,-2.1780,377,1284
AAPL,uranium,Rates,0.0461,-0.1695,0.2156,1.6484,162,147
AAPL,uranium,Bull-Bear,-0.0330,-0.0579,0.0249,0.3589,2023,531
AAPL,xl_consumer_defensive,VIX,0.5844,-0.0973,0.6817,3.5341,377,1284
AAPL,xl_consumer_defensive,Rates,0.1949,0.0304,0.1645,0.4519,162,147
AAPL,xl_consumer_defensive,Bull-Bear,-0.0262,0.2192,-0.2454,-1.5811,2023,531
AAPL,xl_financials,VIX,-0.2200,-0.1678,-0.0522,-0.1986,377,1284
AAPL,xl_financials,Rates,-0.0782,-0.2169,0.1387,0.2811,162,147
AAPL,xl_financials,Bull-Bear,-0.1755,-0.1968,0.0213,0.1005,2023,531
AAPL,xl_healthcare,VIX,0.0564,-0.0384,0.0948,0.4230,377,1284
AAPL,xl_healthcare,Rates,-0.4669,-0.1726,-0.2942,-0.7495,162,147
AAPL,xl_healthcare,Bull-Bear,-0.1296,-0.1422,0.0126,0.0751,2023,531
AAPL,xl_industrials,VIX,-0.6000,0.0630,-0.6630,-2.3198,377,1284
AAPL,xl_industrials,Rates,-0.8586,-0.8410,-0.0177,-0.0299,162,147
AAPL,xl_industrials,Bull-Bear,-0.1490,-0.3372,0.1883,0.8366,2023,531
AAPL,xl_real_estate,VIX,0.1874,0.0119,0.1755,1.0845,361,929
AAPL,xl_real_estate,Rates,-0.1306,0.7287,-0.8593,-3.2600,139,128
AAPL,xl_real_estate,Bull-Bear,0.0128,0.0073,0.0055,0.0421,1713,483
AAPL,xl_utilities,VIX,0.2480,-0.0780,0.3260,2.3272,377,1284
AAPL,xl_utilities,Rates,-0.0321,0.6639,-0.6960,-2.9239,162,147
AAPL,xl_utilities,Bull-Bear,-0.1042,0.1024,-0.2066,-1.8348,2023,531
AAPL,china_a_shares,VIX,-0.0406,0.0391,-0.0798,-0.6506,361,929
AAPL,china_a_shares,Rates,0.0725,0.3364,-0.2639,-1.1291,139,128
AAPL,china_a_shares,Bull-Bear,0.0136,0.1190,-0.1053,-1.1943,1713,483
AAPL,china_exposure,VIX,-0.0398,0.0936,-0.1334,-1.2827,361,929
AAPL,china_exposure,Rates,0.0608,0.0736,-0.0128,-0.0653,139,128
AAPL,china_exposure,Bull-Bear,-0.0232,0.0970,-0.1202,-1.4325,1713,483
AAT,market_beta,VIX,1.0719,0.7923,0.2796,3.6007,476,1432
AAT,market_beta,Rates,0.9981,1.2947,-0.2966,-2.4778,180,177
AAT,market_beta,Bull-Bear,0.8718,1.0024,-0.1306,-2.3652,2418,659
AAT,copper,VIX,0.0045,-0.0099,0.0144,0.1401,401,1429
AAT,copper,Rates,0.0188,-0.0575,0.0764,0.3831,172,156
AAT,copper,Bull-Bear,0.0190,0.0168,0.0022,0.0314,2330,587
AAT,credit_hy_spread,VIX,0.8419,-0.8530,1.6948,7.5042,476,1432
AAT,credit_hy_spread,Rates,-0.2807,2.4088,-2.6896,-3.9862,180,177
AAT,credit_hy_spread,Bull-Bear,-0.4674,0.5656,-1.0330,-5.7791,2418,659
AAT,energy_oil,VIX,0.0749,-0.0444,0.1193,2.5461,464,1408
AAT,energy_oil,Rates,0.1481,0.0967,0.0514,0.4316,179,175
AAT,energy_oil,Bull-Bear,-0.0019,0.0265,-0.0284,-0.7808,2385,649
AAT,gold,VIX,-0.0424,0.1816,-0.2240,-1.8277,476,1432
AAT,gold,Rates,0.2117,0.1367,0.0750,0.2965,180,177
AAT,gold,Bull-Bear,0.1049,-0.0470,0.1519,1.6203,2418,659
AAT,inflation,VIX,1.4020,-1.1443,2.5463,6.3821,476,1432
AAT,inflation,Rates,0.0828,1.7295,-1.6467,-2.0244,180,177
AAT,inflation,Bull-Bear,-0.4880,0.8920,-1.3800,-4.5060,2418,659
AAT,natural_gas,VIX,0.0003,-0.0268,0.0271,0.6048,476,1432
AAT,natural_gas,Rates,0.0514,0.0628,-0.0113,-0.1232,180,177
AAT,natural_gas,Bull-Bear,-0.0267,0.0291,-0.0558,-1.8398,2418,659
AAT,rates,VIX,0.0620,0.9571,-0.8951,-3.0069,476,1432
AAT,rates,Rates,2.7199,0.9494,1.7704,1.6518,180,177
AAT,rates,Bull-Bear,0.5882,0.4985,0.0897,0.4117,2418,659
AAT,rates_30y,VIX,-0.1566,0.3746,-0.5311,-4.2875,476,1432
AAT,rates_30y,Rates,0.7320,-0.4250,1.1570,2.8854,180,177
AAT,rates_30y,Bull-Bear,0.1605,0.1214,0.0391,0.4171,2418,659
AAT,usd_strength,VIX,0.6449,-0.2368,0.8817,3.4567,476,1432
AAT,usd_strength,Rates,-0.3238,0.5989,-0.9227,-1.9340,180,177
AAT,usd_strength,Bull-Bear,-0.3367,0.6592,-0.9959,-5.2869,2418,659
AAT,volatility,VIX,0.0479,-0.0261,0.0740,3.4863,476,1432
AAT,volatility,Rates,-0.0065,0.0517,-0.0583,-1.2807,180,177
AAT,volatility,Bull-Bear,-0.0386,0.0982,-0.1368,-7.0313,2418,659
AAT,momentum,VIX,-1.1531,-0.1861,-0.9670,-3.8678,377,1322
AAT,momentum,Rates,-0.5532,-0.3080,-0.2452,-0.4762,169,150
AAT,momentum,Bull-Bear,-0.7806,-0.1054,-0.6752,-3.2677,2080,531
AAT,quality,VIX,0.4786,-0.3852,0.8637,1.2693,377,1284
AAT,quality,Rates,-1.7361,-1.4422,-0.2939,-0.2323,162,147
AAT,quality,Bull-Bear,-0.0490,0.0275,-0.0765,-0.1569,2023,531
AAT,value,VIX,3.0773,1.2983,1.7790,5.9052,397,1406
AAT,value,Rates,2.3919,1.9355,0.4565,0.6527,171,155
AAT,value,Bull-Bear,1.7866,1.9516,-0.1651,-0.6425,2303,585
AAT,biotech,VIX,-0.5521,0.0506,-0.6027,-4.0062,377,1284
AAT,biotech,Rates,-0.1091,-0.2813,0.1721,0.5290,162,147
AAT,biotech,Bull-Bear,-0.0792,-0.1759,0.0967,0.9798,2023,531
AAT,defense,VIX,0.6045,-0.1506,0.7551,4.6794,377,1284
AAT,defense,Rates,0.3705,0.3443,0.0261,0.0640,162,147
AAT,defense,Bull-Bear,0.2593,-0.0001,0.2595,2.0446,2023,531
AAT,growth,VIX,0.5697,0.6664,-0.0967,-0.1316,377,1284
AAT,growth,Rates,0.6593,3.2403,-2.5811,-1.7773,162,147
AAT,growth,Bull-Bear,-0.3950,1.4180,-1.8130,-3.3419,2023,531
AAT,lithium,VIX,-0.0981,0.0677,-0.1658,-1.4743,377,1284
AAT,lithium,Rates,-0.1450,-0.0403,-0.1048,-0.4220,162,147
AAT,lithium,Bull-Bear,0.0028,-0.0091,0.0119,0.1215,2023,531
AAT,semiconductors,VIX,-0.1297,-0.0098,-0.1199,-0.8031,377,1284
AAT,semiconductors,Rates,-0.2689,0.1206,-0.3895,-1.3252,162,147
AAT,semiconductors,Bull-Bear,-0.0502,-0.0562,0.0061,0.0589,2023,531
AAT,uranium,VIX,-0.1490,0.0009,-0.1498,-1.4614,377,1284
AAT,uranium,Rates,-0.0104,-0.2360,0.2256,1.2770,162,147
AAT,uranium,Bull-Bear,0.0036,-0.1041,0.1077,1.4740,2023,531
AAT,xl_consumer_defensive,VIX,-0.2190,0.1433,-0.3622,-1.6365,377,1284
AAT,xl_consumer_defensive,Rates,0.3824,-0.1973,0.5797,1.1768,162,147
AAT,xl_consumer_defensive,Bull-Bear,-0.1598,0.0855,-0.2453,-1.4931,2023,531
AAT,xl_financials,VIX,0.7576,-0.6197,1.3773,4.6426,377,1284
AAT,xl_financials,Rates,0.0757,-0.3734,0.4491,0.6697,162,147
AAT,xl_financials,Bull-Bear,-0.0968,0.0029,-0.0997,-0.4451,2023,531
AAT,xl_healthcare,VIX,-0.8431,-0.1050,-0.7380,-2.9198,377,1284
AAT,xl_healthcare,Rates,-0.5221,-0.3253,-0.1968,-0.3734,162,147
AAT,xl_healthcare,Bull-Bear,-0.3819,-0.3661,-0.0158,-0.0895,2023,531
AAT,xl_industrials,VIX,-0.0390,-0.1205,0.0816,0.2483,377,1284
AAT,xl_industrials,Rates,0.2355,-1.3424,1.5779,1.9754,162,147
AAT,xl_industrials,Bull-Bear,0.0798,-0.5027,0.5824,2.4558,2023,531
AAT,xl_real_estate,VIX,1.0835,0.9286,0.1549,0.8717,361,929
AAT,xl_real_estate,Rates,0.4688,2.0484,-1.5795,-4.9003,139,128
AAT,xl_real_estate,Bull-Bear,0.7721,0.9902,-0.2180,-1.6529,1713,483
AAT,xl_utilities,VIX,0.4195,0.2689,0.1506,0.9485,377,1284
AAT,xl_utilities,Rates,0.0927,1.0921,-0.9994,-3.1142,162,147
AAT,xl_utilities,Bull-Bear,0.0996,0.3987,-0.2991,-2.5401,2023,531
AAT,china_a_shares,VIX,0.0475,0.0141,0.0334,0.2329,361,929
AAT,china_a_shares,Rates,0.2157,0.6701,-0.4544,-1.4132,139,128
AAT,china_a_shares,Bull-Bear,-0.0472,0.1449,-0.1920,-2.0300,1713,483
AAT,china_exposure,VIX,-0.0468,0.0239,-0.0707,-0.5831,361,929
AAT,china_exposure,Rates,0.0121,0.2476,-0.2355,-0.8590,139,128
AAT,china_exposure,Bull-Bear,-0.0268,0.0568,-0.0836,-0.9247,1713,483
AB,market_beta,VIX,1.3576,0.9115,0.4462,6.4277,866,1983
AB,market_beta,Rates,1.3987,1.3214,0.0773,0.6985,264,264
AB,market_beta,Bull-Bear,1.1057,1.3335,-0.2278,-4.4362,3147,1116
